"No.","Channel Name","Receive Frequency","Transmit Frequency","Channel Type","Transmit Power","Band Width","CTCSS/DCS Decode","CTCSS/DCS Encode","Contact","Contact Call Type","Radio ID","Busy Lock/TX Permit","Squelch Mode","Optional Signal","DTMF ID","2Tone ID","5Tone ID","PTT ID","Color Code","Slot","Scan List","Receive Group List","TX Prohibit","Reverse","Simplex TDMA","TDMA Adaptive","Encryption Type","Digital Encryption","Call Confirmation","Talk Around","Work Alone","Custom CTCSS","2TONE Decode","Ranging","Through Mode","Digi APRS RX","Analog APRS PTT Mode","Digital APRS PTT Mode","APRS Report Type","Digital APRS Report Channel","Correct Frequency[Hz]","SMS Confirmation"
"87","B'ham USA 2","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","USA","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Bellingham UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"88","B'ham Wash 1","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","Wash 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Bellingham UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"89","B'ham Wash 2","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","Wash 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Bellingham UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"90","B'ham WW 2","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","Worldwide","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Bellingham UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"91","B'ham WW 2 Eng","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","Worldwide Englsh","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Bellingham UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"92","BM Arizona","434.00000","434.00000","D-Digital","High","12.5K","Off","Off","Arizona","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"93","BM Minnesota","434.00000","434.00000","D-Digital","High","12.5K","Off","Off","Minnesota","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"94","BM Texas","434.00000","434.00000","D-Digital","High","12.5K","Off","Off","Texas","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"95","BM Michigan 1","434.00000","434.00000","D-Digital","High","12.5K","Off","Off","Michigan 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"96","BM Utah","434.00000","434.00000","D-Digital","High","12.5K","Off","Off","Utah","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"97","BM NoCO","434.00000","434.00000","D-Digital","High","12.5K","Off","Off","NoCO","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"98","BM BayNet","434.00000","434.00000","D-Digital","High","12.5K","Off","Off","BayNet","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"99","BM California","434.00000","434.00000","D-Digital","High","12.5K","Off","Off","California 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"100","BM Hawaii","434.00000","434.00000","D-Digital","High","12.5K","Off","Off","Hawaii","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"101","BM TAC 312","434.00000","434.00000","D-Digital","High","12.5K","Off","Off","TAC 312","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"102","BM Idaho","434.00000","434.00000","D-Digital","High","12.5K","Off","Off","Idaho 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"103","BM Montana","434.00000","434.00000","D-Digital","High","12.5K","Off","Off","Montana 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"104","BM Mountain","434.00000","434.00000","D-Digital","High","12.5K","Off","Off","MTN 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"105","BM Alaska","434.00000","434.00000","D-Digital","High","12.5K","Off","Off","Alaska","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"106","BM MPRG","434.00000","434.00000","D-Digital","High","12.5K","Off","Off","MPRG","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"107","BM NA2","434.00000","434.00000","D-Digital","High","12.5K","Off","Off","North America","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"108","BM NorCal","434.00000","434.00000","D-Digital","High","12.5K","Off","Off","NorCal","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"109","BM Oregon","434.00000","434.00000","D-Digital","High","12.5K","Off","Off","Oregon 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"110","BM Colorado HD","434.00000","434.00000","D-Digital","High","12.5K","Off","Off","Colorado HD","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"111","BM PNW Regional","434.00000","434.00000","D-Digital","High","12.5K","Off","Off","PNW Regional","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"112","BM SNARS","434.00000","434.00000","D-Digital","High","12.5K","Off","Off","SNARS 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"113","BM SoCal","434.00000","434.00000","D-Digital","High","12.5K","Off","Off","SoCal","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"114","BM TAC 310","434.00000","434.00000","D-Digital","High","12.5K","Off","Off","TAC 310","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"115","BM TAC 311","434.00000","434.00000","D-Digital","High","12.5K","Off","Off","TAC 311","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"116","BM TG9","434.00000","434.00000","D-Digital","High","12.5K","Off","Off","TG 9","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"117","BM Wash 1","434.00000","434.00000","D-Digital","High","12.5K","Off","Off","Wash 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"118","Gold Audio Test","440.70000","445.70000","D-Digital","High","12.5K","Off","Off","Audio Test","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Bremerton/Gold","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"119","Gold BC 1","440.70000","445.70000","D-Digital","High","12.5K","Off","Off","BC 1","Group Call","YOUR CALL","Different Color Code","Carrier","Off","1","1","1","Off","1","1","Bremerton/Gold","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"120","Gold Bridge 2","440.70000","445.70000","D-Digital","High","12.5K","Off","Off","Bridge","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Bremerton/Gold","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"121","Gold California","440.70000","445.70000","D-Digital","High","12.5K","Off","Off","California 1","Group Call","YOUR CALL","Different Color Code","Carrier","Off","1","1","1","Off","1","2","Bremerton/Gold","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"122","Gold Canada 2","440.70000","445.70000","D-Digital","High","12.5K","Off","Off","Canada","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Bremerton/Gold","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"123","Gold Comm 1","440.70000","445.70000","D-Digital","High","12.5K","Off","Off","Comm 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Bremerton/Gold","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"124","Gold DCI 1","440.70000","445.70000","D-Digital","High","12.5K","Off","Off","DCI 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Bremerton/Gold","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"125","Gold DCI 2","440.70000","445.70000","D-Digital","High","12.5K","Off","Off","DCI 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Bremerton/Gold","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"126","Gold Hawaii 2","440.70000","445.70000","D-Digital","High","12.5K","Off","Off","Hawaii","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Bremerton/Gold","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"127","Gold I-5","440.70000","445.70000","D-Digital","High","12.5K","Off","Off","I5","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Bremerton/Gold","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"128","Gold Local 1","440.70000","445.70000","D-Digital","High","12.5K","Off","Off","Local 1","Group Call","YOUR CALL","Different Color Code","Carrier","Off","1","1","1","Off","1","1","Bremerton/Gold","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"129","Gold Local 2","440.70000","445.70000","D-Digital","High","12.5K","Off","Off","Local 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Bremerton/Gold","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"130","Gold Montana 2","440.70000","445.70000","D-Digital","High","12.5K","Off","Off","Montana 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Bremerton/Gold","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"131","Gold NA 2","440.70000","445.70000","D-Digital","High","12.5K","Off","Off","North America","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Bremerton/Gold","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"132","Gold Net 2","440.70000","445.70000","D-Digital","High","12.5K","Off","Off","Net 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Bremerton/Gold","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"133","Gold Oregon 1","440.70000","445.70000","D-Digital","High","12.5K","Off","Off","Oregon 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Bremerton/Gold","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"134","Gold Parrot","440.70000","445.70000","D-Digital","High","12.5K","Off","Off","Parrot","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Bremerton/Gold","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"135","Gold PNW 1","440.70000","445.70000","D-Digital","High","12.5K","Off","Off","PNW 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Bremerton/Gold","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"136","Gold PNW 2","440.70000","445.70000","D-Digital","High","12.5K","Off","Off","PNW 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Bremerton/Gold","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"137","Gold PNW Reg 2","440.70000","445.70000","D-Digital","High","12.5K","Off","Off","PNW Regional","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Bremerton/Gold","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"140","Gold SNARS 2","440.70000","445.70000","D-Digital","High","12.5K","Off","Off","SNARS 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Bremerton/Gold","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"141","Gold TAC 1","440.70000","445.70000","D-Digital","High","12.5K","Off","Off","TAC 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Bremerton/Gold","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
